2.000000000000000111e-01,8.525593020021915436e+00,-3.516433715820312500e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.020951072366760082e-01,6.377931118011474609e+00,-3.328540802001953125e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.022829868268403719e-01,5.460233688354492188e+00,-3.127792358398437500e+00,2.496000000000000085e+01,3.700000000000000000e+05
2.061837874318804276e-01,9.458883166313171387e+00,-3.477630615234375000e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.063064048038693865e-01,1.006828236579895020e+01,-3.410488128662109375e+00,2.496000000000000085e+01,3.700000000000000000e+05
2.113835102456960713e-01,4.863821268081665039e+00,-2.955154418945312500e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.114843260694990734e-01,4.386555194854736328e+00,-2.792942047119140625e+00,2.496000000000000085e+01,3.700000000000000000e+05
2.175120650584010662e-01,1.056549596786499023e+01,-3.333530426025390625e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.175994464440482445e-01,1.099445986747741699e+01,-3.250598907470703125e+00,2.496000000000000085e+01,3.700000000000000000e+05
2.244418999923587510e-01,3.980367660522460938e+00,-2.636947631835937500e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.245200494506262023e-01,3.620377063751220703e+00,-2.484992980957031250e+00,2.496000000000000085e+01,3.700000000000000000e+05
2.320856662886190136e-01,1.137577247619628906e+01,-3.163501739501953125e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.321556000523928298e-01,1.171341419219970703e+01,-3.072582244873046875e+00,2.496000000000000085e+01,3.700000000000000000e+05
2.403688103831078116e-01,3.294180870056152344e+00,-2.335994720458984375e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.404335756931373080e-01,3.005011558532714844e+00,-2.190238952636718750e+00,2.496000000000000085e+01,3.700000000000000000e+05
2.492365230612976212e-01,1.202877497673034668e+01,-2.979717254638671875e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.492991444682660374e-01,1.232733106613159180e+01,-2.885375976562500000e+00,2.496000000000000085e+01,3.700000000000000000e+05
2.586600942992463015e-01,2.731567859649658203e+00,-2.045856475830078125e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.587185848217690154e-01,2.476342201232910156e+00,-1.903068542480468750e+00,2.496000000000000085e+01,3.700000000000000000e+05
2.685908181069380229e-01,1.259621381759643555e+01,-2.788444519042968750e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.686466603561292743e-01,1.285782146453857422e+01,-2.690872192382812500e+00,2.496000000000000085e+01,3.700000000000000000e+05
2.790034125731888914e-01,2.241276741027832031e+00,-1.762046813964843750e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.790570808421132254e-01,2.012635707855224609e+00,-1.621582031250000000e+00,2.496000000000000085e+01,3.700000000000000000e+05
2.898739842763534136e-01,1.310087394714355469e+01,-2.591678619384765625e+00,2.496000000000000085e+01,0.000000000000000000e+00
2.899249377476630363e-01,1.333521366119384766e+01,-2.491722106933593750e+00,2.496000000000000085e+01,3.700000000000000000e+05
