2.000000000000000111e-01,3.033063125610351296e-01,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.001644572593066496e-01,1.425001335144042980e-01,2.429835510253906261e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.001868617392871252e-01,1.425001335144042980e-01,3.550059509277343484e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.005346618037084916e-01,4.825784873962402077e-01,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.005705163340429642e-01,6.618511390686034890e-01,1.425006103515625011e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.011016595542994001e-01,1.425001335144042980e-01,4.670283508300780984e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.011240640342798758e-01,1.425001335144042980e-01,5.790507507324218484e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.018385504103713812e-01,8.411237907409667702e-01,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.018744049407058538e-01,1.020396442413330051e+00,1.425006103515625011e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.027722344726324288e-01,1.425001335144042980e-01,6.910731506347655984e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.027946389526129045e-01,1.425001335144042980e-01,8.030955505371093484e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.038758116403745768e-01,1.199669094085693333e+00,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.039116661707090494e-01,1.378941745758056614e+00,1.425006103515625011e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.051761802610678198e-01,1.425001335144042980e-01,9.151141357421874734e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.051985847410482955e-01,1.425001335144042980e-01,1.027136535644531223e+00,9.299999999999998934e+00,3.200000000000000000e+05
2.066464418118814095e-01,1.558214159011840794e+00,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.066822963422158821e-01,1.737486810684204075e+00,1.425006103515625011e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.083134965688837881e-01,1.425001335144042980e-01,1.139158935546874973e+00,9.299999999999998934e+00,0.000000000000000000e+00
2.083359010488642638e-01,1.425001335144042980e-01,1.251181335449218723e+00,9.299999999999998934e+00,3.200000000000000000e+05
2.101504444313670450e-01,1.916759462356567356e+00,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.101862989617015176e-01,2.096032114028930859e+00,1.425006103515625011e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.121841855000391741e-01,1.425001335144042980e-01,1.363203735351562473e+00,9.299999999999998934e+00,0.000000000000000000e+00
2.122065899800196498e-01,1.425001335144042980e-01,1.475226135253906223e+00,9.299999999999998934e+00,3.200000000000000000e+05
2.143878194988319830e-01,2.275304527282715039e+00,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.144236740291664556e-01,2.454577178955078320e+00,1.425006103515625011e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.167882467038137473e-01,1.425001335144042980e-01,1.587248535156249973e+00,9.299999999999998934e+00,0.000000000000000000e+00
2.168106511837942230e-01,1.425001335144042980e-01,1.699270935058593723e+00,9.299999999999998934e+00,3.200000000000000000e+05
2.193585670142765010e-01,2.633849830627441602e+00,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.193944214969272555e-01,2.813122243881225781e+00,1.425006103515625011e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.221256803078842934e-01,1.425001335144042980e-01,1.811293334960937473e+00,9.299999999999998934e+00,0.000000000000000000e+00
2.221480840249253075e-01,1.425001335144042980e-01,1.923311920166015598e+00,9.299999999999998934e+00,3.200000000000000000e+05
2.250626842384800264e-01,2.992394895553589063e+00,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.250985387688144990e-01,3.171667547225952344e+00,1.425006103515625011e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.281964821382040098e-01,1.425001335144042980e-01,2.035334320068359570e+00,9.299999999999998934e+00,0.000000000000000000e+00
2.282188866181844855e-01,1.425001335144042980e-01,2.147356719970703320e+00,9.299999999999998934e+00,3.200000000000000000e+05
2.315001731434088161e-01,3.350940198898315625e+00,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.315360276260595707e-01,3.530212612152099805e+00,1.425006103515625011e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.350006571317584669e-01,1.425001335144042980e-01,2.259379119873047070e+00,9.299999999999998934e+00,0.000000000000000000e+00
2.350230616117389426e-01,1.425001335144042980e-01,2.371401519775390820e+00,9.299999999999998934e+00,3.200000000000000000e+05
2.386710342732727141e-01,3.709485263824463086e+00,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.387068888036071868e-01,3.888757915496826367e+00,1.425006103515625011e-01,9.299999999999998934e+00,3.200000000000000000e+05
2.425382046209758613e-01,1.425001335144042980e-01,2.483423919677734570e+00,9.299999999999998934e+00,0.000000000000000000e+00
2.425606091009563370e-01,1.425001335144042980e-01,2.595446319580078320e+00,9.299999999999998934e+00,3.200000000000000000e+05
2.465752681180000128e-01,4.068030626773833980e+00,1.425006103515625011e-01,9.299999999999998934e+00,0.000000000000000000e+00
2.466111226006507673e-01,4.247303040027618160e+00,1.425006103515625011e-01,9.299999999999998934e+00,3.200000000000000000e+05
